date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:59	430310/430310	---M-Z	200	added ('OK')	text/html	etag:%226979ff563fb8e23c12340c6eb6b79a00%22	https://aidy.framer.ai/team	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team.html	(from https://aidy.framer.ai/)
21:11:04	334748/334748	---M-Z	200	added ('OK')	text/html	etag:%226040915167436deee38f24f09698c718%22	https://aidy.framer.ai/blog	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/blog.html	(from https://aidy.framer.ai/)
21:11:05	294837/294837	---M-Z	200	added ('OK')	text/html	etag:%226d1a960708c4c1c8561bd32c5cb8dc3e%22	https://aidy.framer.ai/faq	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/faq.html	(from https://aidy.framer.ai/)
21:11:06	233183/233183	---MC-	200	added ('OK')	image/png	etag:%221adb42956d0490c340bc82cfd537f20f%22	https://framerusercontent.com/images/l3Phjn6TcDWKHbgDS40zuuzXPMQ.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/l3Phjn6TcDWKHbgDS40zuuzXPMQ.png	(from https://aidy.framer.ai/about)
21:11:07	111965/111965	---MC-	200	added ('OK')	image/png	etag:%22fd047d7ec0e442b618a03597e6189c46%22	https://framerusercontent.com/images/FhlrpI9diBY1mdyJWcsAzRZA54.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/FhlrpI9diBY1mdyJWcsAzRZA54.png	(from https://aidy.framer.ai/about)
21:11:10	368338/368338	---MC-	200	added ('OK')	image/png	etag:%22cabf78756531c6964e38873e71f6e693%22	https://framerusercontent.com/images/pAAwoEfeu8tN4VCtrpcHS5wAJs.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/pAAwoEfeu8tN4VCtrpcHS5wAJs.png	(from https://aidy.framer.ai/about)
21:11:12	310202/310202	---M-Z	200	added ('OK')	text/html	etag:%2227ea95b6f8e430fe7ee6ba27ef833504%22	https://aidy.framer.ai/team/michael-raven	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/michael-raven.html	(from https://aidy.framer.ai/about)
21:11:14	635384/635384	---MC-	200	added ('OK')	image/png	etag:%22b1fbedfa2ebd138176b21930aa6e494a%22	https://framerusercontent.com/images/I6Fy6507JBxqiKp9iiurbdrF2Es.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/I6Fy6507JBxqiKp9iiurbdrF2Es.png	(from https://aidy.framer.ai/about)
21:11:16	309899/309899	---M-Z	200	added ('OK')	text/html	etag:%22cb94a1b00b8fb9c055dc8ff9cfa24694%22	https://aidy.framer.ai/team/john-green	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/john-green.html	(from https://aidy.framer.ai/about)
21:11:16	180862/180862	---MC-	200	added ('OK')	image/png	etag:%22d43c92d6ecfa722d068b789ed45c7ca8%22	https://framerusercontent.com/images/NfHvTzNOSbPebxwhjweUHzsgvM.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/NfHvTzNOSbPebxwhjweUHzsgvM.png	(from https://aidy.framer.ai/about)
21:11:18	309883/309883	---M-Z	200	added ('OK')	text/html	etag:%22595fc605cc16507c7b23b509eff0e113%22	https://aidy.framer.ai/team/emily-kinney	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/emily-kinney.html	(from https://aidy.framer.ai/about)
21:11:19	217304/217304	---MC-	200	added ('OK')	image/png	etag:%22dcc7cd8d5be909c07ff640db0a657352%22	https://framerusercontent.com/images/BKFVognyr1EEAOVMnqRjJEf3O5o.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/BKFVognyr1EEAOVMnqRjJEf3O5o.png	(from https://aidy.framer.ai/about)
21:11:20	309787/309787	---M-Z	200	added ('OK')	text/html	etag:%22e5300744383b031143cf1b35c1873532%22	https://aidy.framer.ai/team/david	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/david.html	(from https://aidy.framer.ai/about)
21:11:21	278549/278549	---MC-	200	added ('OK')	image/png	etag:%22213eb6ba4370de5bce8bc3813a627bfd%22	https://framerusercontent.com/images/hkLxNfY1SFTc2oDVyLtXToAO8k.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/hkLxNfY1SFTc2oDVyLtXToAO8k.png	(from https://aidy.framer.ai/about)
21:11:27	309860/309860	---M-Z	200	added ('OK')	text/html	etag:%22627c02f65b96254e00529817964940ec%22	https://aidy.framer.ai/team/meu-yang	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/meu-yang.html	(from https://aidy.framer.ai/about)
21:11:29	309847/309847	---M-Z	200	added ('OK')	text/html	etag:%229445d64535b6ca257c2b412022e4901a%22	https://aidy.framer.ai/team/maria-sane	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/maria-sane.html	(from https://aidy.framer.ai/about)
21:11:29	255919/255919	---MC-	200	added ('OK')	image/png	etag:%22375cf60881f10cffafa993841936424a%22	https://framerusercontent.com/images/GpbJUzzLU6ZkPhKgdqjLcuocJR0.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/GpbJUzzLU6ZkPhKgdqjLcuocJR0.png	(from https://aidy.framer.ai/about)
21:11:30	198382/198382	---MC-	200	added ('OK')	image/png	etag:%22bc84b87e4f346809190788575e5bd789%22	https://framerusercontent.com/images/sADpWLvs2O4BkuqtPHXEL6rJc.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/sADpWLvs2O4BkuqtPHXEL6rJc.png	(from https://aidy.framer.ai/about)
21:11:32	309846/309846	---M-Z	200	added ('OK')	text/html	etag:%224d2c7cd0c6c09819c2c4ff44db7676a8%22	https://aidy.framer.ai/team/alex-jones	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/alex-jones.html	(from https://aidy.framer.ai/team)
21:11:33	231949/231949	---MC-	200	added ('OK')	image/png	etag:%220da96cc3e33c32a165b36408e11249bf%22	https://framerusercontent.com/images/xj23YfxQxbZV3k3Awttd3h7OHr0.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/xj23YfxQxbZV3k3Awttd3h7OHr0.png	(from https://aidy.framer.ai/team)
21:11:35	309863/309863	---M-Z	200	added ('OK')	text/html	etag:%22f65183a9658987805acda735a5f6b10e%22	https://aidy.framer.ai/team/jenny-wilson	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/jenny-wilson.html	(from https://aidy.framer.ai/team)
21:11:36	263026/263026	---MC-	200	added ('OK')	image/png	etag:%22aebce00cc86a8a585a9cbce7e715a61e%22	https://framerusercontent.com/images/AsUuUV3ArQ9euYHDXfmB36Vw.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/AsUuUV3ArQ9euYHDXfmB36Vw.png	(from https://aidy.framer.ai/team)
21:11:45	309851/309851	---M-Z	200	added ('OK')	text/html	etag:%22b405f36afc197974642e588ba10c4ee7%22	https://aidy.framer.ai/team/robert-fox	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/robert-fox.html	(from https://aidy.framer.ai/team)
21:11:45	242144/242144	---MC-	200	added ('OK')	image/png	etag:%22067038159b64238402e58fa6a813bd65%22	https://framerusercontent.com/images/JONbOxzwRyJ0eqVau0iWhQc15E.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/JONbOxzwRyJ0eqVau0iWhQc15E.png	(from https://aidy.framer.ai/team)
21:11:46	285947/285947	---M-Z	200	added ('OK')	text/html	etag:%220ca51575506099b8411a4c0f17dd1a1c%22	https://aidy.framer.ai/blog/a-conversational-ai-capable-of-generating-diverse-written-content	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/blog/a-conversational-ai-capable-of-generating-diverse-written-content.html	(from https://aidy.framer.ai/blog)
21:11:49	724725/724725	---MC-	200	added ('OK')	image/png	etag:%226da5e65f6063e0739190c04bc2af4efc%22	https://framerusercontent.com/images/sVSMvWIUwMCvpbpqUbBCiJhBvMg.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/sVSMvWIUwMCvpbpqUbBCiJhBvMg.png	(from https://aidy.framer.ai/blog)
21:11:50	284821/284821	---M-Z	200	added ('OK')	text/html	etag:%222c29e8e1646341f3942b05f661ac79a9%22	https://aidy.framer.ai/blog/how-to-write-2000-word-blog-posts-in-under-10-minutes	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/blog/how-to-write-2000-word-blog-posts-in-under-10-minutes.html	(from https://aidy.framer.ai/blog)
21:11:52	593367/593367	---MC-	200	added ('OK')	image/png	etag:%2222a2f96db0abb02ad906b07932be3110%22	https://framerusercontent.com/images/WmGObbXtrp3a8lY2FO7Bt8D47E.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/WmGObbXtrp3a8lY2FO7Bt8D47E.png	(from https://aidy.framer.ai/blog)
21:11:54	284964/284964	---M-Z	200	added ('OK')	text/html	etag:%22bde69734bcd8d5c4393d3823932ec7ac%22	https://aidy.framer.ai/blog/incident-response-how-chatbots-handle-security-breaches	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/blog/incident-response-how-chatbots-handle-security-breaches.html	(from https://aidy.framer.ai/blog)
21:11:55	250678/250678	---MC-	200	added ('OK')	image/png	etag:%2260bf70203864f2f825ade1b61287e4fb%22	https://framerusercontent.com/images/nQuYiVgpQh22tuwduGRZYRr5JE.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/nQuYiVgpQh22tuwduGRZYRr5JE.png	(from https://aidy.framer.ai/blog)
21:11:57	285421/285421	---M-Z	200	added ('OK')	text/html	etag:%22fe2a07671d6f3aa9324b95f793bbe3bf%22	https://aidy.framer.ai/blog/chatbot-security-best-practices-for-protecting-sensitive-data	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/blog/chatbot-security-best-practices-for-protecting-sensitive-data.html	(from https://aidy.framer.ai/blog)
21:12:00	620277/620277	---MC-	200	added ('OK')	image/png	etag:%226b7ee597ef532ba2b632b597b9a63bda%22	https://framerusercontent.com/images/51BnFhiGpaCQN0rbRCcFdqvGQc.png	G:/Offline%20Websites/aidy.framer.ai/framerusercontent.com/images/51BnFhiGpaCQN0rbRCcFdqvGQc.png	(from https://aidy.framer.ai/blog)
21:12:00	248357/248357	---M-Z	404	error ('Not%20Found')	text/html	etag:%228e1d4c1366780d5af00ba2e3ae97ee02%22	https://aidy.framer.ai/team/[object%20Object]	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/team/[object%20Object].28.delayed	(from https://aidy.framer.ai/team/michael-raven)
21:12:02	248357/248357	---M-Z	404	error ('Not%20Found')	text/html	etag:%228e1d4c1366780d5af00ba2e3ae97ee02%22	https://aidy.framer.ai/blog/[object%20Object]	G:/Offline%20Websites/aidy.framer.ai/aidy.framer.ai/blog/[object%20Object].29.delayed	(from https://aidy.framer.ai/blog/a-conversational-ai-capable-of-generating-diverse-written-content)
